ID,Name,Long,Lat,Category,Province,District,Subdistrict,Uses DATCOV19 surveillance online platform,Main Health care Services Offered,Size,Beds Usable,Beds Approved,Beds Surgical Usable,Beds Surgical Approved,Surgeons Qualified,Surgeons_unqualified,Theatres,Total number of beds,Total number of staff,Cluster,Webpage,Geo_subdivision
252,General Justice Gizenga Mpanza Regional Hospital,31.284698,-29.33544,District Hospital,KwaZuluNatal,iLembe District Municipality,KwaDukuza Local Municipality,YES,"Accident and emergency care,Ante-natal clinic,Arv clinic, Breast care clinic,CT Scan,Dermatology clinicDiabetic clinic,Diagnostic imaging,Dental clinic,ECG services ,Enchocardiography,Endocrine clinic,ENT clinic,General medical & surgical outpatients,HCT,Medical, surgical and padiatric inpatient care,Obsetrics and gynaecology,Occupational therapy,Operating, theatre,Opthalmology clinic,Othopaedic outpatient clinic,Peadiatric asthma/cardiac & neurology clinic, Psychiatric, Department, Physiotherapy,PMTCT,Psychology,Social Worker,Specialist medical clinic,Speech and hearing & audiology services,Thutuzela care centre (crisis centre),Urology",,500,,134,134,,7,4,,,,http://www.kznhealth.gov.za/gjgmrh.htm,ZA-KZN
253,Queen Nandi Regional Hospital,31.897211,-28.7395,District Hospital,KwaZuluNatal,King Cetshwayo District Municipality,City of uMhlathuze Local Municipality,,Referral services for oncology as well as cardiology and other tertiary services.,,,,,,,,,,318,,http://www.kznhealth.gov.za/luwmhospital.htm,ZA-KZN
254,Port Shepstone Hospital,30.450878,-30.7435,District Hospital,KwaZuluNatal,Ugu District Municipality,Ray Nkonyeni Local Municipality,,"Casualty Dept/Trauma,Dental Facilities,General Medical,General Surgical,High Care,Intensive Care,Maternity,Medical Laboratory Services,Theatres,Orthopaedic,Physiotherapy,Psychiatric,Specialist Services available,Trauma Unit,X-ray,Telemedicine",,336,,53,53,,8,4,,,,http://www.kznhealth.gov.za/portshepstonehospital.htm,ZA-KZN
255,Edendale Hospital,30.332756,-29.6473,District Hospital,KwaZuluNatal,uMgungundlovu District Municipality,Msunduzi Local Municipality,,"24hr Rape Crisis Centre (Thuthuzela Centre),Anaesthetics,ARV Rollout,Blood Bank services,Critical Care,Dental Services,Dietetics,District Level Services,HCT Site/ Nerve Centre,Internal Medicine,Laboratory Services (NHLS),Obstetrics & Gynaecology,Occupational Health,Occupational Therapy Services,Ophthalmology,Orthopaedics,Paediatric,Pharmacy,PMTCT,Primary Health Care,Psychiatry,Psychology,Physiotherapy,Radiology,Regional Level Service,Social Work,Speech & Audiology,Surgery,Termination of Pregnancy Facility,TB Management,Trauma,Youth Health Services",,879,,160,160,,12,12,,,,http://www.kznhealth.gov.za/edendalehospital.htm,ZA-KZN
256,Ladysmith Hospital,29.766058,-28.5567,District Hospital,KwaZuluNatal,Uthukela District Municipality,Alfred Duma Local Municipality,YES,"Out patients:Accident and Emergency,CDC clinic,Clinical Psychology,Day Surgery,Dental Clinic,Gynae O.P.D,HIV/AIDS counsellors,Primary Health Care (Gate clinic),M.O.P.D,P.O.P.D,PEP, Crisis Centre,PMTCT,VCT. Clinical Department: Family Medicine, Orthopaedics, Psychiatry, Obstetrics and Gynaecology, Ear and Nose (ENT), Training of medical interns, General Surgery, Internal Medicine,Paediatrics, Anaesthetics, Ophthalmology, Intensive Care Unit.Allied Health Department: Radiology, Laboratory ,Telemedicine , Natal Blood Transfusion Service, Social Work Service, Occupational Therapy,Physiotherapy, Dietetics, Speech and Hearing therapy, Pharmaceutical, Orthopaedic workshop
",,448,,76,76,,2,4,,,,http://www.kznhealth.gov.za/ladysmith/ser.htm,ZA-KZN
257,Helene Franz Hospital,29.11313,-23.2838,District Hospital,Limpopo,Capricorn District Municipality,Blouberg Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,63,,0,0,,7,2,,,,,ZA-LP
258,Warrenton Hospital,24.858543,-28.106415,District Hospital,Northern Cape,Frances Baard District Municipality,Magareng Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,28,,0,0,,0,0,,,,,ZA-NC
259,Dr Machupe Memorial Hospital,29.335,-24.3125,District Hospital,Limpopo,Capricorn District Municipality,Lepelle-Nkumpi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-LP
260,Lebowakgomo Hospital,29.5285,-24.2956,District Hospital,Limpopo,Capricorn District Municipality,Lepelle-Nkumpi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,220,,72,72,,3,2,,,,,ZA-LP
261,Zebediela Hospital,29.40445,-24.4818,District Hospital,Limpopo,Capricorn District Municipality,Lepelle-Nkumpi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,74,,10,10,,0,0,,,,,ZA-LP
262,Botlokwa Hospital,29.74272,-23.4923,District Hospital,Limpopo,Capricorn District Municipality,Molemole Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,88,,12,12,,6,2,,,,,ZA-LP
263,Seshego Hospital,29.396878,-23.8548,District Hospital,Limpopo,Capricorn District Municipality,Polokwane Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,164,,60,60,,5,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/seshego_hospital_seshego_limpopo_south_africa,ZA-LP
264,Clinix Phalaborwa Private,31.142517,-23.907766,Private Hospital,Limpopo,Mopani District Municipality,Ba-Phalaborwa Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,62,,17,,,,2,,,,,ZA-LP
265,WF Knobel Hospital,29.12057,-23.634,District Hospital,Limpopo,Capricorn District Municipality,Polokwane Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,243,,0,0,,0,1,,,,,ZA-LP
266,Maphutha L Malatjie Hospital,31.03717,-23.9253,District Hospital,Limpopo,Mopani District Municipality,Ba-Phalaborwa Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,104,,0,0,,0,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/maphutha_l_malatji_hospital_phalaborwa_limpopo_south_africa,ZA-LP
267,Nkhensani Hospital,30.69215,-23.3125,District Hospital,Limpopo,Mopani District Municipality,Greater Giyani Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,250,,36,36,,6,3,,,,,ZA-LP
268,Kgapane Hospital,30.21861,-23.6477,District Hospital,Limpopo,Mopani District Municipality,Greater Letaba Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,262,,70,70,,2,3,,,,,ZA-LP
269,Dr CN Phatudi Hospital,30.28098,-24.0265,District Hospital,Limpopo,Mopani District Municipality,Greater Tzaneen Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,62,,20,20,,1,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/dr_c_n_phatudi_hospital_polokwane_limpopo_south_africa,ZA-LP
270,Van Velden Mem Hospital,30.16427,-23.8345,District Hospital,Limpopo,Mopani District Municipality,Greater Tzaneen Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,67,,25,25,,2,1,,,,,ZA-LP
271,Sekororo Hospital,30.44767,-24.2515,District Hospital,Limpopo,Mopani District Municipality,Maruleng Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,208,,0,0,,6,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/sekororo_hospital_trichardt_limpopo_south_africa,ZA-LP
272,Groblersdal Hospital,29.40387,-25.1762,District Hospital,Limpopo,Sekhukhune District Municipality,E Motsoaledi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,10,,10,10,,4,0,,,,,ZA-LP
273,Polokwane Hospital,29.440567,-23.799443,Tertiary Hospital,Limpopo,Capricorn District Municipality,Polokwane Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,490,,100,100,,20,6,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/polokwane_mankweng_hospital_complex_pietersburg_polokwane_limpopo_south_africa,ZA-LP
274,Matlala Hospital,29.50233,-24.8321,District Hospital,Limpopo,Sekhukhune District Municipality,Ephraim Mogale Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,60,,26,65,,7,1,,,,,ZA-LP
275,Dilokong Hospital,30.17051,-24.6141,District Hospital,Limpopo,Sekhukhune District Municipality,Fetakgomo Tubatse Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,186,,46,72,,0,2,,,,,ZA-LP
276,Mecklenburg Hospital,30.072501,-24.3853,District Hospital,Limpopo,Sekhukhune District Municipality,Fetakgomo Tubatse Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,124,,12,12,,7,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/mecklenburg_hospital_burgersfort_limpopo_south_africa,ZA-LP
277,Jane Furse Hospital,29.86767,-24.7638,District Hospital,Limpopo,Sekhukhune District Municipality,Makhuduthamaga Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,200,,36,36,,16,1,,,,,ZA-LP
278,Malamulele Hospital,30.69669,-22.9969,District Hospital,Limpopo,Vhembe District Municipality,Collins Chabane Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,195,,40,40,,7,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/malamulele_hospital_malamulele_limpopo_south_africa,ZA-LP
279,Elim Hospital,30.05617,-23.154,District Hospital,Limpopo,Vhembe District Municipality,Makhado Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,375,,40,40,,5,4,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/elim_hospital_makhado_limpopo_south_africa,ZA-LP
280,Louis Trichardt Hospital,29.90614,-23.0291,District Hospital,Limpopo,Vhembe District Municipality,Makhado Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,52,,12,12,,2,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/louis_trichardt_memorial_hospital_louis_trichardt_limpopo_south_africa,ZA-LP
281,Siloam Hospital,30.19422,-22.8994,District Hospital,Limpopo,Vhembe District Municipality,Makhado Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,350,,35,35,,10,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/siloam_hospital_nzehlele_limpopo_south_africa,ZA-LP
282,Messina Hospital,30.04285,-22.3416,District Hospital,Limpopo,Vhembe District Municipality,Musina Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,80,,20,20,,6,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/messina_hospital_messina_musina_limpopo_south_africa,ZA-LP
283,Donald Fraser Hospital,30.479815,-22.8886,District Hospital,Limpopo,Vhembe District Municipality,Thulamela Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,300,,28,28,,13,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/donald_fraser_hospital_vhufuli_limpopo_south_africa,ZA-LP
284,Warmbaths Hospital,28.28873,-24.8859,District Hospital,Limpopo,Waterberg District Municipality,Bela-Bela Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,135,,16,16,,0,3,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/warmbaths_hospital_warmbaths_limpopo_south_africa,ZA-LP
285,Ellisras Hospital,27.70333,-23.678,District Hospital,Limpopo,Waterberg District Municipality,Lephalale Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,120,,20,20,,4,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/ellisras_hospital_lephalale_limpopo_south_africa,ZA-LP
286,Witpoort Hospital,28.01118,-23.3344,District Hospital,Limpopo,Waterberg District Municipality,Lephalale Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,59,,4,4,,4,1,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/witpoort_hospital_lephalale_limpopo_south_africa,ZA-LP
287,G Masebe Hospital,28.692892,-23.8753,District Hospital,Limpopo,Waterberg District Municipality,Mogalakwena Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-LP
288,Voortrekker Hospital,29.01405,-24.1962,District Hospital,Limpopo,Waterberg District Municipality,Mogalakwena Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,142,,12,12,,20,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/voortrekker_hospital_mokopane_limpopo_south_africa,ZA-LP
289,FH Odendaal Hospital,28.42212,-24.7014,District Hospital,Limpopo,Waterberg District Municipality,Mookgophong/Modimolle Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,100,,8,8,,0,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/f_h_odendaal_hospital_modimolle_limpopo_south_africa,ZA-LP
290,Thabazimbi Hospital,27.4069,-24.5987,District Hospital,Limpopo,Waterberg District Municipality,Thabazimbi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,110,,30,30,,12,2,,,,,ZA-LP
291,FH O MDR Hospital,28.39456,-24.7077,District Hospital,Limpopo,Waterberg District Municipality,Mookgophong/Modimolle Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-LP
292,Thabamoopo Hospital,29.54406,-24.3032,District Hospital,Limpopo,Capricorn District Municipality,Lepelle-Nkumpi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,786,,,,,,,,,,,ZA-LP
293,Evuxakeni Hospital,30.72358,-23.3222,District Hospital,Limpopo,Mopani District Municipality,Greater Giyani Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,400,,,,,,,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/evuxakeni_psychiatric_hospital_giyani_limpopo_south_africa,ZA-LP
294,Hayani Hospital,30.48536,-22.9409,District Hospital,Limpopo,Vhembe District Municipality,Thulamela Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,390,,,,,,,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/hayani_hospital_thohoyandou_limpopo_south_africa,ZA-LP
295,Letaba Hospital,30.26933,-23.8741,District Hospital,Limpopo,Mopani District Municipality,Greater Tzaneen Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,276,,37,37,,2,0,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_limpopo_south_africa/letaba_hospital_letaba_limpopo_south_africa,ZA-LP
296,Philadelphia Hospital,29.144713,-25.2581,District Hospital,Limpopo,Sekhukhune District Municipality,E Motsoaledi Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,278,,28,28,,2,2,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_mpumalanga_south_africa/philadelphia_hospital_dennilton_mpumalanga_south_africa,ZA-LP
